订单顺序编号,订单号,用户名,商品编号,订单金额,付款金额,渠道编号,平台类型,下单时间,付款时间,是否退款,优惠金额,支付耗时_秒,下单日期,下单小时,星期几
77199,sys-2025-225839191,user-102696,PR000714,704.69,704.69,渠道4,web网站,2025-10-14 12:38:26,2025-10-14 12:45:28,否,0.0,422.0,2025-10-14,12,Tuesday
77270,sys-2025-265818865,user-126902,PR000403,597.58,576.35,渠道4,微信公众号,2025-10-14 13:48:47,2025-10-14 13:49:35,否,21.230000000000018,48.0,2025-10-14,13,Tuesday
77288,sys-2025-255603706,user-104163,PR000385,289.09,243.33,渠道4,APP,2025-10-14 14:12:10,2025-10-14 14:13:15,否,45.75999999999996,65.0,2025-10-14,14,Tuesday
77297,sys-2025-332740920,user-175805,PR000447,124.69,124.69,渠道4,web网站,2025-10-14 14:18:51,2025-10-14 14:19:57,否,0.0,66.0,2025-10-14,14,Tuesday
77303,sys-2025-230472444,user-252551,PR000180,2539.24,2119.54,渠道4,微信公众号,2025-10-14 14:28:05,2025-10-14 14:28:23,否,419.6999999999998,18.0,2025-10-14,14,Tuesday
77335,sys-2025-221908827,user-220782,PR000070,726.5,628.13,渠道4,APP,2025-10-14 15:27:18,2025-10-14 15:27:34,否,98.37,16.0,2025-10-14,15,Tuesday
77384,sys-2025-325611380,user-114738,PR000882,1389.07,1389.07,渠道4,APP,2025-10-14 17:50:30,2025-10-14 17:51:17,否,0.0,47.0,2025-10-14,17,Tuesday
77388,sys-2025-296950010,user-259406,PR000838,1045.51,1030.93,渠道4,微信公众号,2025-10-14 18:03:06,2025-10-14 18:03:20,否,14.579999999999927,14.0,2025-10-14,18,Tuesday
77391,sys-2025-272036271,user-267660,PR000466,1114.88,1001.46,渠道4,APP,2025-10-14 18:05:54,2025-10-14 18:06:13,否,113.42000000000007,19.0,2025-10-14,18,Tuesday
77396,sys-2025-343061201,user-282652,PR000212,4853.25,4829.1,渠道4,淘宝,2025-10-14 18:19:24,2025-10-14 18:20:01,否,24.149999999999636,37.0,2025-10-14,18,Tuesday
77422,sys-2025-271409904,user-103630,PR000826,503.43,503.43,渠道4,APP,2025-10-14 19:27:16,2025-10-14 19:28:43,否,0.0,87.0,2025-10-14,19,Tuesday
77435,sys-2025-330545578,user-147576,PR000002,1515.72,1467.5,渠道4,微信公众号,2025-10-14 19:52:54,2025-10-14 19:53:34,否,48.22000000000003,40.0,2025-10-14,19,Tuesday
77466,sys-2025-291922140,user-260802,PR000785,1162.58,1090.24,渠道4,微信公众号,2025-10-14 20:38:04,2025-10-14 20:39:00,否,72.33999999999992,56.0,2025-10-14,20,Tuesday
77471,sys-2025-265639140,user-135016,PR000188,1834.43,1834.43,渠道4,微信公众号,2025-10-14 20:47:30,2025-10-14 20:47:53,是,0.0,23.0,2025-10-14,20,Tuesday
77486,sys-2025-280473227,user-200830,PR000364,859.04,809.7,渠道4,web网站,2025-10-14 21:22:16,2025-10-14 21:23:08,否,49.33999999999992,52.0,2025-10-14,21,Tuesday
77489,sys-2025-222802313,user-294246,PR000736,572.6,572.6,渠道4,APP,2025-10-14 21:26:19,2025-10-14 21:28:02,否,0.0,103.0,2025-10-14,21,Tuesday
77512,sys-2025-292664734,user-197651,PR000096,544.6,544.6,渠道4,微信公众号,2025-10-14 22:04:23,2025-10-14 22:04:49,否,0.0,26.0,2025-10-14,22,Tuesday
77557,sys-2025-223436202,user-101328,PR000889,224.56,224.56,渠道4,微信公众号,2025-10-15 00:55:43,2025-10-15 00:56:36,否,0.0,53.0,2025-10-15,0,Wednesday
77568,sys-2025-293185917,user-209465,PR000061,3723.85,3460.87,渠道4,微信公众号,2025-10-15 08:01:34,2025-10-15 08:01:51,否,262.98,17.0,2025-10-15,8,Wednesday
77583,sys-2025-269654856,user-102712,PR000038,948.39,948.39,渠道4,APP,2025-10-15 10:27:39,2025-10-15 10:29:11,否,0.0,92.0,2025-10-15,10,Wednesday
77594,sys-2025-335465188,user-231644,PR000765,383.37,340.1,渠道4,淘宝,2025-10-15 11:17:50,2025-10-15 11:20:30,否,43.26999999999998,160.0,2025-10-15,11,Wednesday
77609,sys-2025-268109704,user-104518,PR000167,1267.9,1242.29,渠道4,微信公众号,2025-10-15 11:52:28,2025-10-15 11:54:26,否,25.610000000000127,118.0,2025-10-15,11,Wednesday
77619,sys-2025-234647148,user-249340,PR000996,740.74,728.78,渠道4,APP,2025-10-15 12:12:38,2025-10-15 12:12:48,是,11.960000000000036,10.0,2025-10-15,12,Wednesday
77627,sys-2025-264772619,user-185462,PR000270,718.52,718.52,渠道4,APP,2025-10-15 12:20:56,2025-10-15 12:21:47,否,0.0,51.0,2025-10-15,12,Wednesday
77646,sys-2025-295655778,user-119474,PR000938,908.63,900.34,渠道4,APP,2025-10-15 12:47:41,2025-10-15 12:48:11,否,8.289999999999964,30.0,2025-10-15,12,Wednesday
77655,sys-2025-239840890,user-113102,PR000343,537.58,497.53,渠道4,APP,2025-10-15 13:02:33,2025-10-15 13:02:49,否,40.05000000000007,16.0,2025-10-15,13,Wednesday
77682,sys-2025-267863092,user-167076,PR000327,288.96,288.96,渠道4,APP,2025-10-15 13:30:14,2025-10-15 13:30:36,否,0.0,22.0,2025-10-15,13,Wednesday
77713,sys-2025-360232106,user-278479,PR000286,320.45,240.63,渠道4,APP,2025-10-15 14:01:52,2025-10-15 14:02:01,否,79.82,9.0,2025-10-15,14,Wednesday
77723,sys-2025-283967317,user-158528,PR000078,687.31,632.12,渠道4,APP,2025-10-15 14:16:45,2025-10-15 14:17:19,否,55.18999999999994,34.0,2025-10-15,14,Wednesday
77764,sys-2025-253591255,user-291760,PR000353,844.26,844.26,渠道4,微信公众号,2025-10-15 15:31:47,2025-10-15 15:32:04,是,0.0,17.0,2025-10-15,15,Wednesday
77782,sys-2025-336235002,user-175497,PR000713,672.0,672.0,渠道4,微信公众号,2025-10-15 17:17:09,2025-10-15 17:17:15,是,0.0,6.0,2025-10-15,17,Wednesday
77785,sys-2025-270186330,user-254419,PR000701,2429.25,2370.6,渠道4,微信公众号,2025-10-15 17:36:07,2025-10-15 17:37:08,否,58.65000000000009,61.0,2025-10-15,17,Wednesday
77786,sys-2025-305255744,user-120256,PR000508,645.01,572.56,渠道4,淘宝,2025-10-15 17:44:59,2025-10-15 17:45:30,否,72.45000000000005,31.0,2025-10-15,17,Wednesday
77788,sys-2025-333824066,user-207717,PR000461,605.39,605.39,渠道4,微信公众号,2025-10-15 18:05:14,2025-10-15 18:05:48,否,0.0,34.0,2025-10-15,18,Wednesday
77791,sys-2025-264997851,user-216465,PR000182,306.11,282.0,渠道4,web网站,2025-10-15 18:18:41,2025-10-15 18:19:30,否,24.110000000000014,49.0,2025-10-15,18,Wednesday
77838,sys-2025-316230883,user-158088,PR000518,501.57,395.33,渠道4,APP,2025-10-15 20:16:55,2025-10-15 20:17:23,否,106.24000000000001,28.0,2025-10-15,20,Wednesday
77864,sys-2025-182740262,user-115369,PR000619,5563.99,5548.36,渠道4,APP,2025-10-15 21:45:40,2025-10-15 21:45:57,否,15.63000000000011,17.0,2025-10-15,21,Wednesday
77886,sys-2025-292327876,user-110609,PR000360,479.67,126.82,渠道4,APP,2025-10-15 22:47:37,2025-10-15 22:51:56,否,352.85,259.0,2025-10-15,22,Wednesday
77910,sys-2025-329384580,user-186072,PR000365,484.71,161.94,渠道4,APP,2025-10-16 08:23:19,2025-10-16 08:23:56,否,322.77,37.0,2025-10-16,8,Thursday
77935,sys-2025-295303095,user-123763,PR000164,385.85,337.36,渠道4,微信公众号,2025-10-16 12:03:11,2025-10-16 12:03:22,否,48.49000000000001,11.0,2025-10-16,12,Thursday
77945,sys-2025-232401883,user-182108,PR000630,442.78,442.78,渠道4,APP,2025-10-16 13:10:55,2025-10-16 13:11:14,是,0.0,19.0,2025-10-16,13,Thursday
77949,sys-2025-274329866,user-225587,PR000534,567.93,219.84,渠道4,APP,2025-10-16 13:26:35,2025-10-16 13:33:11,否,348.0899999999999,396.0,2025-10-16,13,Thursday
77985,sys-2025-323417338,user-205942,PR000321,504.94,458.07,渠道4,APP,2025-10-16 14:52:56,2025-10-16 14:53:37,否,46.870000000000005,41.0,2025-10-16,14,Thursday
77989,sys-2025-232198829,user-117738,PR000022,369.57,332.61,渠道4,微信公众号,2025-10-16 15:06:11,2025-10-16 15:07:08,否,36.95999999999998,57.0,2025-10-16,15,Thursday
78002,sys-2025-248300608,user-121332,PR000867,471.37,471.37,渠道4,微信公众号,2025-10-16 16:01:01,2025-10-16 16:04:04,否,0.0,183.0,2025-10-16,16,Thursday
78004,sys-2025-263445419,user-165087,PR000434,466.96,428.5,渠道4,web网站,2025-10-16 16:10:00,2025-10-16 16:10:19,否,38.45999999999998,19.0,2025-10-16,16,Thursday
78008,sys-2025-290570391,user-179441,PR000830,582.02,122.88,渠道4,APP,2025-10-16 16:31:31,2025-10-16 16:35:43,是,459.14,252.0,2025-10-16,16,Thursday
78028,sys-2025-243947094,user-182910,PR000435,235.14,235.14,渠道4,APP,2025-10-16 18:49:33,2025-10-16 18:49:51,否,0.0,18.0,2025-10-16,18,Thursday
78044,sys-2025-290509375,user-142309,PR000886,900.45,784.68,渠道4,微信公众号,2025-10-16 19:49:43,2025-10-16 19:49:59,否,115.7700000000001,16.0,2025-10-16,19,Thursday
78046,sys-2025-327155071,user-163685,PR000278,687.08,687.08,渠道4,微信公众号,2025-10-16 19:56:38,2025-10-16 19:57:21,否,0.0,43.0,2025-10-16,19,Thursday
78062,sys-2025-304500182,user-196070,PR000594,4648.11,4648.11,渠道4,微信公众号,2025-10-16 20:23:37,2025-10-16 20:24:22,否,0.0,45.0,2025-10-16,20,Thursday
78070,sys-2025-253642470,user-205503,PR000756,524.38,479.9,渠道4,微信公众号,2025-10-16 20:41:22,2025-10-16 20:43:42,否,44.48000000000002,140.0,2025-10-16,20,Thursday
78074,sys-2025-239207616,user-187420,PR000147,1195.15,1175.72,渠道4,微信公众号,2025-10-16 20:46:05,2025-10-16 20:46:26,否,19.430000000000064,21.0,2025-10-16,20,Thursday
78081,sys-2025-221938474,user-144776,PR000076,3322.19,3322.19,渠道4,微信公众号,2025-10-16 20:57:56,2025-10-16 20:58:12,否,0.0,16.0,2025-10-16,20,Thursday
78084,sys-2025-323337339,user-104816,PR000241,4250.93,4227.32,渠道4,web网站,2025-10-16 21:09:51,2025-10-16 21:10:37,否,23.610000000000582,46.0,2025-10-16,21,Thursday
78133,sys-2025-310251867,user-149420,PR000403,352.53,352.53,渠道4,微信公众号,2025-10-17 09:25:58,2025-10-17 09:26:13,否,0.0,15.0,2025-10-17,9,Friday
78144,sys-2025-265116694,user-248840,PR000069,498.99,435.8,渠道4,微信公众号,2025-10-17 12:09:37,2025-10-17 12:10:06,否,63.19,29.0,2025-10-17,12,Friday
78162,sys-2025-264352688,user-152446,PR000365,552.34,490.72,渠道4,微信公众号,2025-10-17 13:14:10,2025-10-17 13:14:23,是,61.620000000000005,13.0,2025-10-17,13,Friday
78165,sys-2025-276964810,user-129175,PR000888,271.43,271.43,渠道4,淘宝,2025-10-17 13:15:40,2025-10-17 13:27:57,是,0.0,737.0,2025-10-17,13,Friday
78207,sys-2025-280448419,user-103992,PR000800,112.25,50.45,渠道4,微信公众号,2025-10-17 15:30:27,2025-10-17 15:30:36,否,61.8,9.0,2025-10-17,15,Friday
78209,sys-2025-296379045,user-290809,PR000685,1121.9,1071.73,渠道4,APP,2025-10-17 15:38:49,2025-10-17 15:41:02,否,50.17000000000007,133.0,2025-10-17,15,Friday
78213,sys-2025-252659795,user-152901,PR000707,477.86,439.29,渠道4,微信公众号,2025-10-17 15:49:42,2025-10-17 15:50:04,否,38.56999999999999,22.0,2025-10-17,15,Friday
78232,sys-2025-231067862,user-280163,PR000879,412.02,412.02,渠道4,微信公众号,2025-10-17 17:14:52,2025-10-17 17:16:40,否,0.0,108.0,2025-10-17,17,Friday
78257,sys-2025-289829753,user-135651,PR000910,1636.58,1630.16,渠道4,微信公众号,2025-10-17 19:08:30,2025-10-17 19:08:53,否,6.419999999999845,23.0,2025-10-17,19,Friday
78265,sys-2025-277710889,user-275696,PR000565,3444.36,3210.84,渠道4,微信公众号,2025-10-17 19:27:50,2025-10-17 19:27:59,否,233.51999999999998,9.0,2025-10-17,19,Friday
78291,sys-2025-344468198,user-157192,PR000268,1639.15,1639.15,渠道4,微信公众号,2025-10-17 20:44:30,2025-10-17 20:45:43,否,0.0,73.0,2025-10-17,20,Friday
78295,sys-2025-244911629,user-167625,PR000269,3810.43,3801.04,渠道4,微信公众号,2025-10-17 20:56:02,2025-10-17 20:56:27,否,9.389999999999873,25.0,2025-10-17,20,Friday
78304,sys-2025-220753951,user-101007,PR000875,1961.28,1846.04,渠道4,微信公众号,2025-10-17 21:22:40,2025-10-17 21:23:00,否,115.24000000000001,20.0,2025-10-17,21,Friday
78306,sys-2025-252956058,user-241091,PR000057,2490.39,2380.87,渠道4,APP,2025-10-17 21:26:23,2025-10-17 21:26:50,是,109.51999999999998,27.0,2025-10-17,21,Friday
78341,sys-2025-260677573,user-185774,PR000127,804.12,747.46,渠道4,APP,2025-10-18 09:35:46,2025-10-18 09:36:02,否,56.65999999999997,16.0,2025-10-18,9,Saturday
78350,sys-2025-269746301,user-108306,PR000737,227.02,140.87,渠道4,微信公众号,2025-10-18 11:09:51,2025-10-18 11:10:09,否,86.15,18.0,2025-10-18,11,Saturday
78377,sys-2025-381030891,user-284504,PR000768,652.0,652.0,渠道4,APP,2025-10-18 13:01:24,2025-10-18 13:01:46,否,0.0,22.0,2025-10-18,13,Saturday
78418,sys-2025-330662055,user-211671,PR000828,3452.03,3420.4,渠道4,APP,2025-10-18 15:27:49,2025-10-18 15:28:53,是,31.63000000000011,64.0,2025-10-18,15,Saturday
78419,sys-2025-292626253,user-137682,PR000459,445.11,445.11,渠道4,微信公众号,2025-10-18 15:28:37,2025-10-18 15:29:09,否,0.0,32.0,2025-10-18,15,Saturday
78428,sys-2025-288292003,user-287281,PR000167,536.22,536.22,渠道4,web网站,2025-10-18 16:19:09,2025-10-18 16:21:45,否,0.0,156.0,2025-10-18,16,Saturday
78437,sys-2025-303122605,user-175835,PR000639,297.62,272.55,渠道4,微信公众号,2025-10-18 16:48:38,2025-10-18 16:48:45,否,25.069999999999993,7.0,2025-10-18,16,Saturday
78438,sys-2025-346902180,user-138735,PR000651,1256.5,1162.01,渠道4,APP,2025-10-18 16:53:25,2025-10-18 16:53:33,否,94.49000000000001,8.0,2025-10-18,16,Saturday
78527,sys-2025-350861543,user-142198,PR000773,754.47,732.4,渠道4,APP,2025-10-18 22:13:00,2025-10-18 22:13:17,否,22.07000000000005,17.0,2025-10-18,22,Saturday
78559,sys-2025-223044379,user-251568,PR000454,273.46,273.46,渠道4,APP,2025-10-19 08:09:11,2025-10-19 08:09:29,否,0.0,18.0,2025-10-19,8,Sunday
78598,sys-2025-251020300,user-162065,PR000331,389.01,352.5,渠道4,APP,2025-10-19 12:19:25,2025-10-19 12:19:52,否,36.50999999999999,27.0,2025-10-19,12,Sunday
78599,sys-2025-240502312,user-110604,PR000311,132.69,104.95,渠道4,微信公众号,2025-10-19 12:23:50,2025-10-19 12:24:05,否,27.739999999999995,15.0,2025-10-19,12,Sunday
78611,sys-2025-218175920,user-199495,PR000892,633.08,633.08,渠道4,APP,2025-10-19 12:47:50,2025-10-19 12:48:02,否,0.0,12.0,2025-10-19,12,Sunday
78622,sys-2025-283115169,user-183022,PR000072,459.89,418.08,渠道4,微信公众号,2025-10-19 13:11:16,2025-10-19 13:11:43,否,41.81,27.0,2025-10-19,13,Sunday
78629,sys-2025-287593946,user-163367,PR000426,150.7,51.08,渠道4,APP,2025-10-19 13:27:11,2025-10-19 13:27:29,是,99.61999999999999,18.0,2025-10-19,13,Sunday
78634,sys-2025-320220120,user-150031,PR000426,530.83,520.86,渠道4,APP,2025-10-19 13:34:37,2025-10-19 13:35:15,否,9.970000000000027,38.0,2025-10-19,13,Sunday
78647,sys-2025-265356702,user-282799,PR000871,585.01,224.61,渠道4,APP,2025-10-19 14:07:03,2025-10-19 14:09:12,是,360.4,129.0,2025-10-19,14,Sunday
78650,sys-2025-316858346,user-218084,PR000228,673.26,635.34,渠道4,APP,2025-10-19 14:08:03,2025-10-19 14:10:01,否,37.91999999999996,118.0,2025-10-19,14,Sunday
78744,sys-2025-257203604,user-107502,PR000235,1388.3,1293.07,渠道4,微信公众号,2025-10-19 20:32:46,2025-10-19 20:33:34,否,95.23000000000002,48.0,2025-10-19,20,Sunday
78755,sys-2025-281192839,user-292805,PR000341,571.62,571.62,渠道4,微信公众号,2025-10-19 21:07:56,2025-10-19 21:08:20,否,0.0,24.0,2025-10-19,21,Sunday
78779,sys-2025-275941651,user-251567,PR000925,6028.67,6028.67,渠道4,淘宝,2025-10-19 22:43:30,2025-10-19 22:44:09,否,0.0,39.0,2025-10-19,22,Sunday
78784,sys-2025-324548229,user-105586,PR000334,365.84,365.84,渠道4,APP,2025-10-19 23:11:23,2025-10-19 23:13:29,否,0.0,126.0,2025-10-19,23,Sunday
78797,sys-2025-260731140,user-218926,PR000889,244.79,172.22,渠道4,APP,2025-10-20 00:21:22,2025-10-20 00:21:44,否,72.57,22.0,2025-10-20,0,Monday
78804,sys-2025-356329198,user-211753,PR000700,3791.23,3783.83,渠道4,web网站,2025-10-20 08:34:32,2025-10-20 08:36:05,否,7.400000000000091,93.0,2025-10-20,8,Monday
78821,sys-2025-259296081,user-110114,PR000863,187.17,98.51,渠道4,APP,2025-10-20 11:30:50,2025-10-20 11:31:19,否,88.65999999999998,29.0,2025-10-20,11,Monday
78846,sys-2025-311511293,user-151236,PR000755,633.53,633.53,渠道4,APP,2025-10-20 12:40:16,2025-10-20 12:40:52,否,0.0,36.0,2025-10-20,12,Monday
78850,sys-2025-287002373,user-296910,PR000736,654.92,629.24,渠道4,APP,2025-10-20 12:44:10,2025-10-20 12:46:48,否,25.67999999999995,158.0,2025-10-20,12,Monday
78858,sys-2025-245074015,user-241569,PR000613,456.92,456.92,渠道4,APP,2025-10-20 13:07:21,2025-10-20 13:07:58,否,0.0,37.0,2025-10-20,13,Monday
78869,sys-2025-239180737,user-172705,PR000417,476.17,476.17,渠道4,APP,2025-10-20 13:25:04,2025-10-20 13:26:52,否,0.0,108.0,2025-10-20,13,Monday
78902,sys-2025-350697485,user-126489,PR000553,193.69,193.69,渠道4,APP,2025-10-20 14:38:15,2025-10-20 14:38:41,否,0.0,26.0,2025-10-20,14,Monday
78920,sys-2025-307141476,user-190775,PR000671,4585.37,4532.38,渠道4,APP,2025-10-20 15:24:10,2025-10-20 15:24:49,否,52.98999999999978,39.0,2025-10-20,15,Monday
78950,sys-2025-284184371,user-240157,PR000237,2240.81,2240.81,渠道4,web网站,2025-10-20 17:23:29,2025-10-20 17:26:31,否,0.0,182.0,2025-10-20,17,Monday
78962,sys-2025-225290404,user-128573,PR000077,1041.0,972.6,渠道4,web网站,2025-10-20 18:14:49,2025-10-20 18:17:03,否,68.39999999999998,134.0,2025-10-20,18,Monday
79006,sys-2025-276211242,user-236916,PR000241,512.29,425.22,渠道4,微信公众号,2025-10-20 20:03:39,2025-10-20 20:04:39,否,87.06999999999994,60.0,2025-10-20,20,Monday
79049,sys-2025-317505637,user-112610,PR000373,922.84,922.84,渠道4,APP,2025-10-20 21:26:16,2025-10-20 21:26:24,否,0.0,8.0,2025-10-20,21,Monday
79076,sys-2025-209111889,user-173309,PR000747,1205.71,1183.38,渠道4,APP,2025-10-20 22:19:48,2025-10-20 22:21:46,否,22.329999999999927,118.0,2025-10-20,22,Monday
79081,sys-2025-269977091,user-188419,PR000502,6239.1,6084.57,渠道4,微信公众号,2025-10-20 22:34:54,2025-10-20 22:35:30,否,154.53000000000065,36.0,2025-10-20,22,Monday
79110,sys-2025-267817305,user-167853,PR000467,1481.38,1322.66,渠道4,微信公众号,2025-10-20 23:29:19,2025-10-20 23:31:24,否,158.72000000000003,125.0,2025-10-20,23,Monday
79115,sys-2025-209595505,user-197916,PR000155,259.87,199.0,渠道4,微信公众号,2025-10-20 23:40:28,2025-10-20 23:40:40,否,60.870000000000005,12.0,2025-10-20,23,Monday
79149,sys-2025-254933719,user-118053,PR000509,4582.29,4581.06,渠道4,微信公众号,2025-10-21 09:35:26,2025-10-21 09:35:45,否,1.2299999999995634,19.0,2025-10-21,9,Tuesday
79170,sys-2025-276767124,user-177441,PR000053,323.2,323.2,渠道4,微信公众号,2025-10-21 10:48:23,2025-10-21 10:48:34,否,0.0,11.0,2025-10-21,10,Tuesday
79188,sys-2025-250740074,user-267419,PR000875,758.26,658.89,渠道4,APP,2025-10-21 11:32:24,2025-10-21 11:32:53,否,99.37,29.0,2025-10-21,11,Tuesday
79203,sys-2025-278373274,user-155112,PR000876,327.29,225.42,渠道4,APP,2025-10-21 11:53:00,2025-10-21 11:53:27,否,101.87000000000003,27.0,2025-10-21,11,Tuesday
79205,sys-2025-209892434,user-139130,PR000754,415.81,89.41,渠道4,微信公众号,2025-10-21 11:53:12,2025-10-21 11:54:43,否,326.4,91.0,2025-10-21,11,Tuesday
79210,sys-2025-257189976,user-156259,PR000052,351.27,331.2,渠道4,APP,2025-10-21 12:00:20,2025-10-21 12:02:16,否,20.069999999999993,116.0,2025-10-21,12,Tuesday
79219,sys-2025-267772479,user-168609,PR000172,747.24,747.24,渠道4,微信公众号,2025-10-21 12:19:13,2025-10-21 12:19:25,是,0.0,12.0,2025-10-21,12,Tuesday
79234,sys-2025-205165098,user-178654,PR000011,478.94,428.53,渠道4,APP,2025-10-21 12:41:04,2025-10-21 12:41:13,否,50.410000000000025,9.0,2025-10-21,12,Tuesday
79244,sys-2025-260668115,user-129997,PR000299,229.16,229.16,渠道4,微信公众号,2025-10-21 12:57:15,2025-10-21 12:57:28,否,0.0,13.0,2025-10-21,12,Tuesday
79304,sys-2025-293364025,user-119859,PR000701,727.58,712.88,渠道4,APP,2025-10-21 14:12:07,2025-10-21 14:12:40,否,14.700000000000045,33.0,2025-10-21,14,Tuesday
79363,sys-2025-270415558,user-145272,PR000297,523.62,241.67,渠道4,APP,2025-10-21 16:39:36,2025-10-21 16:41:28,是,281.95000000000005,112.0,2025-10-21,16,Tuesday
79397,sys-2025-279946269,user-172296,PR000828,904.77,775.15,渠道4,微信公众号,2025-10-21 18:30:38,2025-10-21 18:31:05,是,129.62,27.0,2025-10-21,18,Tuesday
79418,sys-2025-304349820,user-278569,PR000910,1043.26,979.8,渠道4,APP,2025-10-21 19:14:27,2025-10-21 19:14:42,否,63.460000000000036,15.0,2025-10-21,19,Tuesday
79440,sys-2025-250961553,user-176256,PR000632,562.22,475.89,渠道4,APP,2025-10-21 19:59:33,2025-10-21 19:59:48,否,86.33000000000004,15.0,2025-10-21,19,Tuesday
79458,sys-2025-264678008,user-101319,PR000564,610.76,316.69,渠道4,APP,2025-10-21 20:19:51,2025-10-21 20:20:11,是,294.07,20.0,2025-10-21,20,Tuesday
79492,sys-2025-272832231,user-266164,PR000799,2143.88,2111.12,渠道4,微信公众号,2025-10-21 21:16:21,2025-10-21 21:16:58,否,32.76000000000022,37.0,2025-10-21,21,Tuesday
79499,sys-2025-326348361,user-173039,PR000538,1709.35,1669.48,渠道4,APP,2025-10-21 21:32:18,2025-10-21 21:33:04,否,39.86999999999989,46.0,2025-10-21,21,Tuesday
79511,sys-2025-378731255,user-193937,PR000941,430.67,430.67,渠道4,APP,2025-10-21 22:00:35,2025-10-21 22:01:14,否,0.0,39.0,2025-10-21,22,Tuesday
79512,sys-2025-322100956,user-145944,PR000478,586.92,543.7,渠道4,微信公众号,2025-10-21 22:01:51,2025-10-21 22:02:13,否,43.219999999999914,22.0,2025-10-21,22,Tuesday
79529,sys-2025-240043920,user-179118,PR000763,874.48,666.59,渠道4,APP,2025-10-21 22:32:48,2025-10-21 22:38:46,是,207.89,358.0,2025-10-21,22,Tuesday
79551,sys-2025-241884131,user-224949,PR000319,609.59,519.06,渠道4,APP,2025-10-21 23:33:34,2025-10-21 23:34:09,否,90.53000000000009,35.0,2025-10-21,23,Tuesday
79555,sys-2025-274515438,user-194697,PR000736,569.5,141.75,渠道4,微信公众号,2025-10-21 23:52:41,2025-10-21 23:58:46,否,427.75,365.0,2025-10-21,23,Tuesday
79564,sys-2025-191254573,user-193156,PR000058,224.52,224.52,渠道4,APP,2025-10-22 01:03:11,2025-10-22 01:04:00,否,0.0,49.0,2025-10-22,1,Wednesday
79572,sys-2025-302989139,user-107556,PR000406,527.19,527.19,渠道4,APP,2025-10-22 07:34:23,2025-10-22 07:35:02,否,0.0,39.0,2025-10-22,7,Wednesday
79574,sys-2025-208455850,user-222043,PR000924,581.06,487.34,渠道4,淘宝,2025-10-22 07:39:51,2025-10-22 07:41:12,是,93.71999999999997,81.0,2025-10-22,7,Wednesday
79594,sys-2025-256601204,user-193275,PR000319,558.34,147.51,渠道4,APP,2025-10-22 10:36:14,2025-10-22 10:49:15,否,410.83000000000004,781.0,2025-10-22,10,Wednesday
79632,sys-2025-290524799,user-245689,PR000995,257.01,61.44,渠道4,APP,2025-10-22 12:18:31,2025-10-22 12:18:58,是,195.57,27.0,2025-10-22,12,Wednesday
79687,sys-2025-208117846,user-126519,PR000613,684.98,684.98,渠道4,微信公众号,2025-10-22 13:21:40,2025-10-22 13:22:21,否,0.0,41.0,2025-10-22,13,Wednesday
79745,sys-2025-336611774,user-149715,PR000972,5204.49,5154.61,渠道4,APP,2025-10-22 14:18:46,2025-10-22 14:18:57,否,49.88000000000011,11.0,2025-10-22,14,Wednesday
79761,sys-2025-286156159,user-136686,PR000983,603.5,556.65,渠道4,APP,2025-10-22 14:39:34,2025-10-22 14:39:49,是,46.85000000000002,15.0,2025-10-22,14,Wednesday
79765,sys-2025-286186197,user-160197,PR000443,853.23,799.57,渠道4,APP,2025-10-22 14:45:11,2025-10-22 14:45:26,否,53.65999999999997,15.0,2025-10-22,14,Wednesday
79773,sys-2025-232124121,user-101108,PR000657,530.01,442.62,渠道4,web网站,2025-10-22 14:53:57,2025-10-22 14:54:12,否,87.38999999999999,15.0,2025-10-22,14,Wednesday
79783,sys-2025-314591631,user-122690,PR000853,162.82,74.9,渠道4,微信公众号,2025-10-22 15:04:37,2025-10-22 15:05:07,否,87.91999999999999,30.0,2025-10-22,15,Wednesday
79787,sys-2025-341650470,user-261092,PR000883,726.09,702.67,渠道4,APP,2025-10-22 15:19:52,2025-10-22 15:20:02,否,23.420000000000073,10.0,2025-10-22,15,Wednesday
79823,sys-2025-187860066,user-223148,PR000801,616.05,546.14,渠道4,微信公众号,2025-10-22 18:21:07,2025-10-22 18:21:16,否,69.90999999999997,9.0,2025-10-22,18,Wednesday
79827,sys-2025-226595057,user-106548,PR000912,2363.05,2199.5,渠道4,微信公众号,2025-10-22 18:34:58,2025-10-22 18:36:56,是,163.55000000000018,118.0,2025-10-22,18,Wednesday
79840,sys-2025-223952687,user-242831,PR000778,1754.43,1714.58,渠道4,微信公众号,2025-10-22 19:14:22,2025-10-22 19:14:51,否,39.850000000000136,29.0,2025-10-22,19,Wednesday
79855,sys-2025-250474341,user-142559,PR000657,2696.26,2601.48,渠道4,微信公众号,2025-10-22 19:37:58,2025-10-22 19:38:26,是,94.7800000000002,28.0,2025-10-22,19,Wednesday
79861,sys-2025-347022451,user-135582,PR000774,2100.91,2027.52,渠道4,微信公众号,2025-10-22 19:52:36,2025-10-22 19:52:49,否,73.38999999999987,13.0,2025-10-22,19,Wednesday
79895,sys-2025-255725746,user-117231,PR000987,3721.78,3721.78,渠道4,APP,2025-10-22 21:09:16,2025-10-22 21:09:41,否,0.0,25.0,2025-10-22,21,Wednesday
