用户名,付款金额
user-253606,5615.99
user-193769,5615.969999999999
user-174139,5615.78
user-166933,5610.45
user-101782,5609.43
user-115958,5609.2
user-134421,5607.2
user-155392,5606.491668476806
user-116355,5604.849999999999
user-224094,5604.548579801943
user-135147,5602.67
user-258386,5598.360000000001
user-143078,5597.08
user-175421,5590.77
user-195698,5589.755697663654
user-266305,5589.236294630825
user-195883,5587.93
user-296427,5587.72
user-186569,5587.111294874751
user-135050,5586.45
user-269529,5584.38
user-139289,5583.852178104908
user-296517,5583.18
user-143074,5583.02
user-139596,5581.29
user-105556,5580.9400000000005
user-215080,5580.7211334428375
user-155439,5580.51
user-250180,5580.258880178369
user-272546,5579.4800000000005
user-296922,5579.280000000001
user-231253,5577.139999999999
user-132659,5576.74
user-196113,5575.49
user-267676,5574.87
user-126337,5574.077542195993
user-105850,5574.05
user-264103,5573.969999999999
user-175374,5573.67
user-282857,5573.225391898767
user-153643,5572.875795122338
user-145112,5572.14
user-143799,5569.87
user-221807,5569.75963738375
user-117527,5568.85
user-137568,5568.72
user-122851,5567.75
user-167366,5567.461803703495
user-195787,5566.851224407112
user-147423,5564.91
user-262870,5563.4
user-184792,5561.93
user-144647,5561.46
user-118241,5561.070000000001
user-120126,5560.009999999999
user-134375,5556.34
user-230317,5555.32
user-180470,5554.58
user-124543,5554.003554370513
user-204229,5553.72
user-195650,5550.69
user-140833,5549.981831224959
user-194830,5549.38
user-186911,5549.38
user-166046,5548.1900000000005
user-142731,5547.73
user-253327,5543.7
user-150360,5543.34
user-255936,5542.4
user-110926,5542.37
user-106632,5541.51643722855
user-161423,5540.445627773766
user-107607,5540.25
user-162187,5540.04
user-177757,5538.679999999999
user-129101,5538.52693938406
user-168539,5537.79
user-162174,5537.04
user-195062,5536.4400000000005
user-124892,5535.59
user-152695,5532.42
user-239692,5532.073898635213
user-177574,5530.837496515574
user-195051,5530.24
user-100938,5529.69
user-129953,5529.41
user-256105,5527.97
user-208354,5527.469999999999
user-186238,5526.93
user-261906,5526.24
user-178994,5526.13
user-184380,5525.24
user-267159,5524.612025409731
user-242422,5524.5
user-172789,5524.01
user-166243,5523.95
user-234132,5523.28
user-149800,5523.09
user-132657,5522.81
user-186115,5522.54
user-109017,5522.528682605875
user-126613,5522.33
user-273223,5522.18
user-127541,5521.200000000001
user-224346,5520.82
user-129706,5520.66357495941
user-149228,5519.58
user-219777,5519.48
user-120199,5519.16
user-174694,5519.09
user-258339,5516.02
user-167400,5513.585889472836
user-150691,5513.533007120055
user-212887,5511.74
user-151742,5509.765171816524
user-167315,5509.412777265435
user-225593,5507.67
user-176429,5507.45
user-298406,5507.29
user-101289,5505.46
user-156417,5503.8
user-199220,5502.56
user-180033,5502.4400000000005
user-162672,5502.15
user-102365,5501.59
user-181752,5501.29
user-247871,5500.600872275875
user-284681,5499.42
user-180073,5497.570000000001
user-186244,5496.09
user-118708,5495.1
user-202140,5494.99
user-236482,5494.79
user-171803,5492.78
user-202430,5492.05
user-290352,5491.4400000000005
user-230236,5490.38
user-137361,5487.76
user-176902,5483.49
user-272410,5482.06
user-189884,5481.46
user-138931,5480.91
user-164199,5479.42
user-178053,5475.213826370175
user-188229,5474.12
user-145978,5473.240000000001
user-283878,5470.823524845517
user-256752,5470.75
user-202095,5470.6
user-289240,5468.15
user-291296,5466.966541163742
user-210651,5466.79
user-196770,5464.74
user-118351,5463.75
user-134307,5463.429999999999
user-171767,5462.78
user-194993,5459.71
user-287020,5459.55
user-126383,5458.9400000000005
user-159266,5457.950000000001
user-163593,5457.79
user-139558,5455.72
user-225795,5452.67
user-288333,5450.105903492587
user-135721,5449.32
user-180226,5446.91
user-255659,5445.5
user-151350,5444.401588738006
user-101277,5444.17
user-195881,5440.87
user-141804,5437.51
user-163763,5437.14719137257
user-174427,5431.19
user-188416,5430.773577027035
user-223389,5430.01
user-169423,5429.38
user-107542,5429.15
user-170733,5428.51
user-213942,5426.93
user-213394,5425.23
user-162797,5424.85
user-101612,5424.658777788936
user-116700,5424.4744691657725
user-117573,5424.33
user-183737,5422.53
user-138412,5422.38
user-106656,5421.13
user-118248,5420.65
user-104977,5419.85
user-114675,5418.47
user-172956,5416.490000000001
user-138794,5416.1
user-148482,5414.87
user-109481,5414.24
user-174318,5414.15
user-107737,5412.17
user-251961,5407.53
user-112211,5406.81
user-170812,5406.55
user-155469,5405.51
user-153354,5404.436253151854
user-286612,5403.99
user-172223,5403.17
user-102235,5401.84
user-243405,5399.92
user-251851,5399.07
user-247931,5398.57
user-166241,5397.02
user-283001,5396.667993021847
user-285883,5394.25
user-243767,5391.754185144391
user-295367,5390.13
user-119369,5390.1
user-197878,5389.4800000000005
user-175873,5389.07
user-294033,5387.0
user-107782,5386.15
user-292939,5386.1
user-190153,5385.9
user-135837,5385.34
user-101399,5385.317405401635
user-191766,5384.96
user-123758,5381.99
user-203141,5380.36
user-184976,5379.030000000001
user-107254,5378.17
user-189899,5375.27
user-194529,5375.022738289619
user-217776,5373.472648290191
user-233890,5373.295922872636
user-144458,5372.8088140861255
user-186556,5372.79
user-208993,5372.6900000000005
user-171108,5371.91
user-111929,5371.808670503056
user-159428,5371.484020469454
user-153515,5371.389999999999
user-298421,5370.459999999999
user-164579,5368.917885110483
user-265570,5367.76
user-154333,5367.7
user-146780,5366.05
user-135238,5364.64
user-238816,5360.849999999999
user-158793,5360.37
user-176907,5359.78
user-107803,5357.59
user-153017,5357.25
user-102945,5356.42
user-261613,5355.74
user-142860,5354.967037679507
user-183198,5353.99
user-188931,5353.11
user-237768,5352.87
user-180243,5349.67
user-101899,5349.570000000001
user-148352,5349.48
user-184128,5348.27
user-129144,5347.4800000000005
user-187703,5346.889999999999
user-276571,5346.5
user-124697,5344.08
user-182743,5343.62
user-122186,5341.254370073886
user-175741,5339.85
user-138106,5337.64
user-149701,5336.04
user-284477,5335.9
user-185586,5335.049999999999
user-254955,5334.71
user-284424,5334.59
user-144210,5334.31
user-153188,5334.24
user-261525,5333.08
user-141033,5332.470213989114
user-164949,5331.94
user-129958,5330.94
user-152034,5325.76
user-124753,5325.3
user-296472,5324.19
user-121326,5323.96
user-119785,5323.620798429854
user-270320,5323.379999999999
user-178451,5321.049039344247
user-184786,5320.498135967302
user-184182,5320.46
user-172707,5320.29
user-137700,5319.55
user-250080,5319.38
user-106673,5316.79
user-108791,5316.7
user-273502,5315.07
user-290410,5313.34
user-196514,5312.71
user-109985,5311.04
user-172120,5310.89
user-102107,5310.23
user-188317,5309.654026624788
user-165570,5309.570000000001
user-172365,5308.18
user-122061,5308.010154170606
user-141457,5306.205155939833
user-267737,5305.96
user-136893,5304.1900000000005
user-185509,5303.219999999999
user-210681,5301.687049105295
user-269440,5295.907709759118
user-138280,5295.0
user-168862,5294.110924988518
user-159213,5293.78
user-195631,5293.42
user-178642,5290.9
user-166793,5290.05
user-138732,5289.42
user-165047,5289.139999999999
user-138014,5288.83
user-112006,5288.29
user-222182,5286.91
user-191685,5286.47
user-102477,5286.32
user-116425,5286.08
user-280279,5285.78
user-174660,5285.21
user-118094,5284.9800000000005
user-213036,5284.529249622214
user-138953,5283.209999999999
user-161108,5282.67
user-113683,5281.73
user-106431,5281.72
user-217865,5280.29
user-127836,5279.4400000000005
user-227522,5278.54
user-251974,5277.85
user-195296,5277.496067363578
user-173968,5277.17
user-261666,5276.08
user-224030,5274.31
user-175433,5273.69
user-166621,5273.24
user-275442,5272.496653335401
user-284436,5271.36
user-220991,5270.15
user-118672,5269.62
user-110178,5269.08
user-199755,5267.61
user-278471,5267.53
user-185769,5266.77
user-158634,5266.597591885016
user-169601,5266.3
user-185875,5265.54
user-119104,5265.5
user-179533,5264.86
user-105384,5264.2699999999995
user-297433,5263.727585909835
user-195711,5263.686267236575
user-207212,5263.51
user-162409,5262.83
user-189841,5262.507623190343
user-127081,5262.315773045836
user-187355,5261.85
user-255598,5261.83
user-135170,5258.14
user-109493,5258.04
user-156402,5257.65
user-126888,5257.629999999999
user-148672,5256.34
user-174726,5256.033599531686
user-171102,5255.37
user-116679,5255.28
user-292042,5251.403106640865
user-169500,5249.78
user-157029,5249.580571690828
user-276006,5249.530000000001
user-141602,5248.889999999999
user-103895,5248.185663164144
user-259309,5247.83
user-195147,5247.3099999999995
user-108020,5246.78
user-193652,5246.1511935375875
user-122390,5245.82300393958
user-175609,5243.07
user-121115,5242.780000000001
user-104449,5241.58
user-195715,5239.86
user-102994,5239.53
user-283450,5236.6900000000005
user-167564,5235.34
user-130978,5235.04
user-137221,5233.43
user-151505,5232.1
user-171780,5230.410000000001
user-170238,5229.6900000000005
user-136760,5229.2207008428895
user-187161,5226.68
user-193366,5226.34
user-274497,5224.87
user-271751,5224.51
user-134004,5224.1900000000005
user-228180,5223.38
user-188088,5222.36
user-206127,5220.11
user-244712,5219.47262887146
user-120240,5218.78
user-143515,5218.49
user-167471,5218.470662464153
user-138980,5217.939845859574
user-167445,5217.45
user-200250,5216.46
user-178553,5214.14
user-150525,5214.12
user-217593,5213.879999999999
user-269316,5213.139999999999
user-106373,5212.41
user-103701,5212.16
user-227348,5211.860000000001
user-160666,5211.79
user-149910,5211.67
user-113424,5211.4400000000005
user-179513,5210.01
user-152554,5209.72
user-253152,5209.39
user-246065,5209.353031099471
user-264200,5207.9400000000005
user-230765,5206.94
user-239060,5204.3
user-184134,5203.67
user-161162,5201.969999999999
user-145050,5201.31
user-287379,5200.77
user-128713,5199.62
user-172457,5198.43
user-236432,5198.02
user-186513,5196.908667438091
user-250869,5196.75
user-136887,5196.184278884821
user-169674,5195.37
user-191628,5195.0599999999995
user-118292,5194.62
user-214521,5192.8
user-164458,5192.57
user-183165,5191.57
user-182698,5191.45
user-159891,5191.042285640503
user-241578,5189.85
user-269353,5189.62
user-103620,5189.5199999999995
user-127489,5189.35
user-177122,5188.29
user-190082,5186.1900000000005
user-269833,5185.39
user-128355,5182.97
user-212795,5182.83
user-270606,5182.799999999999
user-271297,5181.42
user-216903,5181.26
user-124584,5180.25
user-196461,5179.49
user-122014,5179.25
user-271576,5175.15
user-235286,5173.74510492968
user-138111,5172.379999999999
user-136136,5172.32
user-264148,5172.26
user-110209,5171.530000000001
user-112481,5170.9
user-206685,5169.6
user-107122,5168.07
user-190775,5167.28
user-148735,5166.26
user-238657,5166.05411825454
user-135481,5165.860000000001
user-150715,5164.96
user-160873,5163.02
user-241014,5162.19
user-169136,5162.04
user-208170,5159.4
user-112000,5157.69
user-189669,5157.64
user-192423,5157.15
user-100263,5156.45
user-149715,5154.61
user-132117,5153.92
user-179786,5153.71
user-180536,5153.49
user-158959,5153.19
user-213156,5152.39
user-161702,5151.4400000000005
user-156702,5150.54
user-288369,5150.51
user-126499,5149.99
user-165421,5149.057256334495
user-214900,5148.93
user-224299,5147.71
user-112556,5147.21
user-109138,5146.33
user-196585,5143.75
user-272055,5143.173728711988
user-219807,5142.84
user-189023,5142.72
user-102228,5141.96
user-129327,5141.359827770662
user-171345,5141.27
user-201665,5140.89
user-230575,5140.17
user-132070,5138.99
user-173039,5138.84
user-126174,5137.828742207091
user-151708,5137.18
user-222684,5137.1
user-274435,5137.03
user-172085,5135.39
user-174535,5134.85
user-141683,5134.26
user-237902,5134.030000000001
user-108169,5133.96
user-187182,5133.629356450718
user-251259,5132.54
user-136861,5132.150000000001
user-113586,5128.98
user-122432,5128.226677781807
user-221221,5125.719999999999
user-175196,5124.6
user-195947,5121.998658302078
user-155914,5121.46
user-137974,5121.15
user-142600,5121.01
user-177411,5120.9
user-135967,5119.7157403397705
user-277307,5119.58
user-139059,5119.48
user-259730,5117.52
user-128910,5117.360000000001
user-121837,5114.65
user-135451,5114.452654393222
user-129960,5112.027678065295
user-195853,5111.21
user-184931,5111.11
user-169563,5109.803508486358
user-165639,5109.299999999999
user-131393,5109.12
user-161784,5108.729923052904
user-229685,5107.79
user-140827,5107.01
user-187658,5106.613312523626
user-192625,5106.23
user-157229,5106.0
user-104627,5105.455768722074
user-151578,5105.09
user-113654,5104.6
user-167790,5102.61
user-196639,5102.3
user-140190,5101.47
user-138872,5101.16
user-145583,5100.73
user-179630,5100.46
user-283754,5100.04
user-211228,5098.980868252778
user-101024,5098.357859112715
user-269336,5098.21
user-196077,5097.94
user-189807,5097.61
user-130155,5095.42
user-189070,5094.35
user-113523,5094.219999999999
user-184638,5093.75064517511
user-142640,5093.488510218857
user-195887,5092.23
user-137564,5091.3099999999995
user-134464,5090.14
user-274493,5089.339999999999
user-179240,5088.98
user-262832,5088.969999999999
user-238833,5088.89
user-118071,5088.732878823776
user-152652,5087.492827756899
user-164911,5086.533202581048
user-298519,5086.0
user-136166,5085.638069748587
user-151492,5085.21
user-134711,5084.720807806329
user-144032,5084.25
user-105418,5083.6
user-189672,5082.66
user-154255,5082.5
user-164098,5082.139999999999
user-151482,5082.05
user-296903,5081.97
user-124341,5081.84
user-135497,5081.68
user-292760,5080.3
user-117851,5079.94
user-112131,5079.389999999999
user-256191,5077.832909500153
user-198270,5077.360000000001
user-102561,5077.3
user-214839,5074.4
user-168188,5074.290000000001
user-183116,5072.92
user-186072,5072.29
user-242766,5072.11
user-120284,5071.82
user-242275,5071.02
user-176156,5070.360000000001
user-110297,5069.84
user-242640,5069.186301180943
user-151568,5068.92
user-144141,5068.7300000000005
user-171457,5068.106469029861
user-114649,5067.82
user-100296,5067.54
user-189307,5067.15
user-133789,5066.55
user-167524,5063.85
user-181539,5063.66
user-115280,5062.78
user-173870,5059.87
user-187385,5059.75
user-102147,5059.2699999999995
user-158753,5058.43
user-151613,5058.3099999999995
user-151986,5057.210669311195
user-141078,5056.68
user-291189,5056.41
user-228174,5055.53
user-163550,5054.61
user-117630,5054.52
user-207661,5053.94
user-155015,5053.62
user-139630,5053.51
user-121030,5052.87
user-271895,5052.37
user-149618,5051.778195292892
user-209481,5051.5
user-125002,5051.2
user-133009,5050.02
user-276242,5048.167624226879
user-292999,5048.09
user-233274,5044.21
user-267472,5044.19
user-258691,5043.88
user-158744,5043.87
user-138429,5043.04
user-133121,5042.97
user-177611,5042.9400000000005
user-293990,5042.78
user-168727,5041.626856778761
user-109018,5041.07
user-154449,5040.46
user-109450,5040.27
user-148883,5040.25
user-131709,5039.33
user-234634,5038.78
user-262837,5036.7
user-131068,5035.32
user-233376,5034.418410308519
user-134063,5033.84
user-111779,5032.0599999999995
user-106371,5031.95
user-173776,5031.930501610515
user-108803,5031.86
user-186254,5031.68
user-248678,5029.799999999999
user-149413,5029.299999999999
user-198396,5029.15
user-120591,5028.53
user-231969,5027.731312869202
user-102113,5027.6
user-173545,5026.87
user-213459,5026.86
user-194214,5026.64
user-160179,5025.38
user-183807,5025.188634763614
user-187645,5025.1
user-270681,5024.73
user-114175,5024.56
user-163504,5023.43
user-190835,5022.870000000001
user-165027,5022.47
user-153909,5022.394574262611
user-178317,5022.21
user-162025,5021.38
user-113183,5020.38
user-115852,5019.52
user-266333,5019.43
user-104091,5019.37
user-174507,5019.176810659469
user-157238,5017.73
user-216537,5017.22587548207
user-173397,5017.14
user-153606,5016.16
user-138432,5015.87
user-187176,5014.89
user-123347,5014.34
user-103432,5013.43
user-114952,5012.5599999999995
user-217304,5012.38
user-259721,5011.401566430882
user-127878,5010.47
user-148924,5009.3099999999995
user-150290,5008.82
user-284177,5008.8099999999995
user-192523,5008.785022802229
user-123139,5008.72
user-264818,5008.32
user-289784,5008.27
user-254122,5008.17
user-169762,5007.25
user-138451,5006.82
user-106262,5006.22
user-218789,5005.98
user-160431,5004.9
user-135920,5003.47
user-152260,5003.3
user-290131,5003.27
user-191114,5003.16
user-246606,5003.12
user-275428,5002.386538639033
user-122353,4999.52
user-160996,4999.37
user-247683,4998.19
user-164788,4997.47
user-277373,4996.88
user-259113,4996.7
user-187289,4996.683466127541
user-144154,4994.99
user-114401,4994.781946635622
user-125310,4994.14
user-115278,4993.73
user-111984,4993.72
user-151521,4992.9400000000005
user-155850,4992.45
user-102707,4988.22
user-296464,4987.79
user-272832,4987.06937491877
user-182601,4986.21
user-106080,4985.82
user-263188,4985.32
user-148409,4984.46
user-135468,4983.120000000001
user-198191,4983.01
user-234381,4982.59
user-196070,4982.44
user-277300,4982.05
user-166995,4981.7699999999995
user-246299,4978.96
user-111013,4978.450000000001
user-253761,4977.53
user-298973,4977.39
user-193732,4975.73
user-171584,4974.9
user-237952,4974.64
user-118387,4973.44
user-140894,4973.18
user-184621,4972.759999999999
user-185260,4971.85
user-124425,4971.31
user-180195,4971.3099999999995
user-198552,4971.17
user-111967,4970.36
user-250747,4970.28
user-187807,4969.6900000000005
user-141322,4969.276099544618
user-191557,4969.025632731104
user-126679,4968.88
user-150920,4968.150000000001
user-151655,4967.89
user-178803,4967.6
user-245236,4967.47
user-141591,4966.28
user-175711,4966.2
user-113616,4966.05
user-193103,4965.799999999999
user-229053,4965.78
user-154279,4965.1848489556
user-170597,4964.79
user-182480,4964.49576663318
user-211350,4964.17
user-224947,4963.35
user-173578,4962.12
user-140835,4961.74
user-130627,4960.88
user-115060,4959.148570805776
user-100635,4958.37
user-185871,4957.45
user-201374,4955.69
user-208921,4954.15
user-195131,4953.93
user-265959,4953.29
user-177051,4953.23
user-155961,4953.04
user-126675,4952.74
user-157150,4951.96
user-184376,4951.46
user-171798,4951.18
user-190891,4951.15
user-103803,4951.101469193308
user-170377,4950.695556002935
user-130071,4950.29
user-245460,4948.454973069635
user-190122,4948.25
user-246588,4948.192066212714
user-283030,4948.1900000000005
user-122968,4948.150000000001
user-200771,4946.44
user-133668,4946.16
user-108639,4944.47
user-124694,4943.97
user-179581,4943.95
user-172344,4943.42
user-182808,4943.23
user-127729,4941.656074072404
user-108350,4941.08494027185
user-162098,4940.34
user-127315,4940.13
user-137587,4939.7
user-262252,4938.62
user-140083,4938.28
user-105081,4938.01
user-107100,4937.599999999999
user-148299,4936.44
user-220699,4936.22
user-234200,4935.770802051422
user-203633,4933.15
user-248471,4933.02
user-280277,4932.59
user-124625,4931.99
user-100857,4931.41
user-299857,4931.380259320285
user-106263,4931.33
user-147466,4929.89
user-117136,4929.77
user-219589,4929.32
user-117318,4926.5199999999995
user-238188,4925.96
user-131623,4925.900000000001
user-100220,4925.5
user-188745,4925.0
user-130052,4923.879999999999
user-135403,4923.78
user-178181,4923.67
user-120804,4923.11
user-299231,4922.96
user-160379,4922.42
user-175419,4922.09
user-181777,4921.51
user-199690,4920.29
user-114281,4920.2058624068795
user-140176,4919.686752313738
user-208340,4919.21
user-232951,4918.12
user-114542,4917.32
user-197552,4917.18
user-293231,4916.49
user-214982,4916.12
user-165414,4915.87
user-159050,4914.62149133208
user-131408,4913.54
user-159617,4913.52
user-112805,4912.67
user-125787,4910.900000000001
user-114818,4910.77
user-101811,4910.17
user-186617,4907.43
user-285275,4907.13
user-125288,4906.51
user-150730,4906.38
user-186134,4906.32
user-118690,4906.0353255208065
user-234987,4905.93
user-167288,4905.57
user-126145,4905.34
user-164568,4904.21
user-130806,4904.0
user-190102,4903.28
user-143600,4902.85
user-168056,4902.42
user-162305,4902.35
user-131537,4901.59
user-185452,4900.97
user-182749,4900.12
user-233213,4899.880749644598
user-188339,4899.695826752396
user-164374,4899.33
user-102426,4899.137853317259
user-188992,4897.68488253849
user-225276,4897.34
user-199825,4897.16
user-175819,4897.06
user-218664,4896.83
user-123138,4896.32
user-170148,4895.68
user-155382,4895.25
user-117876,4894.15
user-153917,4894.01
user-239046,4893.74
user-142894,4893.55
user-128147,4892.89
user-166278,4892.76
user-285280,4892.72
user-232864,4892.31
user-232315,4890.709862371416
user-252112,4890.01
user-160205,4889.541672763139
user-165931,4888.72
user-195018,4888.67
user-244180,4887.98
user-150826,4887.370000000001
user-164358,4886.75
user-136634,4884.71
user-148104,4883.563644467999
user-286792,4882.579307261181
user-190758,4881.11
user-100008,4879.94
user-168737,4879.41
user-161040,4878.9
user-121852,4878.68
user-191934,4877.85
user-229096,4876.42
user-261242,4875.43
user-159222,4875.23
user-162695,4874.52
user-201624,4874.389999999999
user-273820,4873.93
user-172649,4873.681265200584
user-239931,4873.68
user-189628,4871.99
user-154819,4869.9
user-272035,4868.601536117074
user-247578,4867.381822839615
user-242650,4866.051588321781
user-196192,4865.73
user-127446,4865.4
user-140219,4865.33
user-123858,4864.263106328579
user-189771,4864.257347019183
user-258444,4863.75
user-145046,4862.81
user-250267,4862.74
user-229476,4862.51
user-123611,4862.13
user-152972,4861.84
user-257737,4861.720693255897
user-196931,4861.66
user-111306,4860.54
user-101044,4860.48
user-125578,4859.31222914381
user-130218,4857.68
user-149767,4856.299999999999
user-131590,4855.986810101612
user-240264,4854.35
user-171315,4853.69
user-104863,4853.17
user-118417,4853.04
user-179553,4852.3
user-157528,4851.92
user-118891,4851.43
user-156397,4850.5599999999995
user-135315,4850.21
user-200476,4850.1
user-157830,4847.95
user-196333,4847.66
user-115237,4847.5
user-175126,4847.15
user-284764,4846.29
user-127480,4846.06
user-207624,4845.36
user-202498,4845.32
user-116477,4845.1900000000005
user-174110,4843.97
user-290245,4843.82
user-132035,4842.51
user-256898,4841.67
user-161884,4841.589999999999
user-281205,4841.49
user-136871,4839.750000000001
user-190256,4839.52
user-109268,4839.4
user-117646,4839.3099999999995
user-108214,4838.58
user-114266,4838.210000000001
user-139299,4838.19
user-291840,4837.5567410941985
user-152233,4837.175480792035
user-270516,4836.33
user-170815,4835.83
user-198513,4835.66
user-187894,4835.63
user-191857,4834.88
user-166042,4834.52
user-156849,4834.298147589276
user-106217,4833.61
user-199401,4833.34
user-160220,4832.897274111756
user-162774,4832.240000000001
user-120259,4831.77
user-188321,4831.34
user-125010,4830.85
user-254501,4830.8099999999995
user-139638,4830.04
user-155302,4829.9400000000005
user-121470,4829.82
user-282652,4829.1
user-159478,4828.5
user-125838,4827.79
user-104669,4827.55
user-152021,4826.65
user-128236,4826.5
user-163955,4826.03
user-200803,4824.59
user-187048,4824.08
user-229204,4824.05
user-144851,4822.88
user-108696,4822.78
user-164874,4822.57
user-238718,4822.4
user-193459,4821.719999999999
user-120025,4821.526876426517
user-119415,4821.48
user-159595,4821.46
user-286215,4821.405875299701
user-173005,4820.55
user-265269,4819.696709589857
user-157506,4818.67
user-172487,4817.92
user-138287,4817.67
user-150728,4817.1900000000005
user-100948,4817.05
user-178586,4816.27
user-181996,4814.94
user-190228,4814.48
user-150113,4814.47
user-145181,4814.04
user-149328,4812.84
user-162039,4812.28
user-110735,4812.03
user-288794,4811.8
user-151165,4809.700000000001
user-173909,4808.35
user-266481,4808.030000000001
user-139125,4807.226229808709
user-138464,4805.9
user-158151,4805.51
user-209316,4805.05
user-161294,4804.59
user-206418,4804.53805529724
user-290819,4804.28
user-182686,4803.826797581218
user-129841,4803.39
user-132422,4803.2
user-113927,4803.16
user-182794,4803.01
user-157976,4802.12
user-163647,4801.86
user-172244,4801.789999999999
user-147939,4801.429455934092
user-102224,4801.377536299643
user-151126,4800.74
user-279071,4800.63
user-133857,4800.610000000001
user-288714,4800.4
user-234683,4798.21
user-219889,4797.38
user-147153,4797.28
user-194995,4796.803478372173
user-161819,4796.43
user-141037,4796.206446220447
user-145239,4795.66
user-178232,4794.570000000001
user-216233,4793.97
user-213616,4793.6
user-228754,4791.860000000001
user-221082,4791.6
user-144334,4788.6934527332
user-150630,4786.98
user-186927,4786.63
user-269851,4784.66
user-158684,4784.55
user-190570,4783.75
user-150962,4783.42
user-120698,4781.89
user-144023,4781.61
user-139615,4781.45
user-294386,4781.13
user-208437,4779.76
user-209128,4778.5
user-157361,4777.74
user-158052,4777.6900000000005
user-105297,4777.05
user-174987,4775.65
user-143220,4775.3099999999995
user-137391,4775.29
user-149654,4774.57
user-250241,4774.42
user-288645,4774.33
user-148091,4773.79
user-293666,4773.18
user-161050,4772.71
user-176492,4771.71
user-250809,4771.370000000001
user-126361,4770.88
user-165356,4770.75
user-253914,4770.57
user-219550,4769.831341146138
user-125700,4769.71
user-115198,4769.08
user-187873,4768.91
user-111952,4768.67
user-119765,4768.53
user-266473,4767.929999999999
user-112029,4767.73
user-156634,4767.19
user-119232,4765.77
user-176186,4765.645900289986
user-286631,4764.0
user-182337,4763.34
user-159014,4762.19
user-131053,4761.82
user-126353,4758.98
user-245214,4758.75
user-198011,4758.49
user-138173,4758.37
user-192571,4757.75
user-250909,4757.72
user-133101,4757.46
user-162586,4757.41
user-122052,4756.38
user-196467,4756.19
user-199201,4755.157435697936
user-163172,4754.671125690245
user-161694,4754.67
user-119615,4753.610000000001
user-142960,4753.59
user-193917,4752.71
user-151252,4752.48
user-103166,4752.397331531189
user-201064,4752.28
user-219002,4751.64
user-165911,4751.38
user-200185,4750.63
user-173587,4750.549999999999
user-228357,4750.04
user-289000,4749.62
user-170972,4749.46
user-245425,4748.430404423635
user-179221,4748.41
user-110950,4748.38
user-174935,4747.38
user-130600,4746.92
user-186777,4746.21
user-138248,4746.183468614225
user-266670,4744.9
user-289843,4744.0
user-114508,4743.33
user-126601,4742.99
user-174445,4742.87
user-122212,4740.55
user-191394,4739.84
user-121917,4738.2
user-169813,4737.25
user-168484,4736.83
user-195598,4736.75
user-218157,4736.705460350418
user-113141,4736.61
user-156450,4736.47
user-160898,4736.36
user-120730,4736.2
user-177583,4736.187899633151
user-136911,4736.049999999999
user-128047,4736.01
user-125622,4735.54
user-296615,4734.910000000001
user-186304,4734.41
user-118804,4733.83
user-155453,4733.51
user-112795,4732.44
user-227908,4732.37
user-117036,4731.28
user-171871,4731.21
user-108427,4730.1900000000005
user-217529,4729.87
user-114995,4729.389783746583
user-102435,4729.22
user-111468,4729.13
user-159987,4728.389999999999
user-247930,4728.26
user-234716,4727.74
user-191988,4726.98
user-156098,4726.57
user-219751,4726.34
user-239179,4726.28
user-118236,4725.476828263298
user-100835,4725.27
user-217004,4724.97
user-295443,4724.49
user-127107,4723.1
user-113193,4722.110000000001
user-195728,4721.3
user-137876,4720.69
user-189249,4720.64
user-150822,4719.13
user-190825,4718.93
user-235266,4718.58
user-188472,4717.2
user-140224,4716.99
user-258990,4715.63
user-243877,4714.74578591246
user-299565,4714.709999999999
user-273374,4714.67
user-233197,4714.58
user-130284,4714.4
user-173026,4714.280000000001
user-137228,4713.97
user-124233,4712.38
user-119467,4712.130911652527
user-124651,4712.08
user-147926,4711.95
user-114353,4710.3
user-273410,4709.649481287166
user-169327,4709.608171520831
user-116943,4709.24
user-112765,4709.14
user-146642,4708.9
user-125366,4708.84
user-203444,4708.77
user-138620,4707.85
user-127731,4706.360000000001
user-188100,4706.0
user-247114,4705.650000000001
user-182067,4705.48
user-176375,4705.17
user-211741,4705.04
user-185385,4704.383637987733
user-268612,4704.32
user-145741,4704.22
user-162729,4703.94
user-241784,4703.94
user-195661,4703.06
user-265611,4702.99
user-157260,4702.22
user-118929,4701.05
user-188645,4700.719999999999
user-211489,4700.04
user-234497,4699.47010898636
user-125021,4697.65
user-151741,4697.36
user-113542,4696.43
user-282333,4696.22
user-227556,4694.803397389807
user-265632,4694.59
user-146340,4694.2
user-249086,4692.57
user-184180,4692.21
user-187621,4692.17
user-193374,4690.78
user-138651,4690.78
user-126000,4690.63
user-140201,4690.156671086006
user-173282,4689.87
user-266478,4689.35
user-293837,4688.43
user-116879,4688.19
user-128129,4688.18
user-102242,4687.15
user-102955,4686.46
user-190383,4685.69
user-168840,4684.17
user-173078,4683.68
user-104591,4683.67
user-126962,4683.389999999999
user-292212,4683.38
user-166347,4683.29
user-182859,4683.16
user-157140,4682.53
user-258521,4682.39
user-118009,4682.384638199313
user-149573,4681.7
user-136611,4681.6
user-153519,4681.25
user-269199,4678.74
user-116242,4677.7
user-238704,4677.23
user-165495,4676.49
user-118496,4676.22
user-187604,4674.16
user-117742,4673.8099999999995
user-297837,4673.31
user-120061,4673.04
user-175683,4672.41
user-195789,4672.36
user-227141,4672.22
